Customer_ID_Raw,Customer_ID_Hash,Portfolio_Value,Trading_Frequency,Is_Risky_Trading
Global Bank_CUST_00214,cb418f5d10513fa77bef02b4429cbd4d09ecc18313527e7fc8612c60c9d2a49c,33436.48,21,0
Global Bank_CUST_00215,52356d8bf281db69aa4c740a86ad263c673803401aa8430adae3d6a47760a769,14332.85,16,0
Global Bank_CUST_00216,842ca3c56f6f964db301a61aef7d9e9e2998844164cc41eb702b4b3cd25e1d8e,12894.69,12,0
Global Bank_CUST_00217,c49a9b0de3c27828c0b97a2e4e0dd212717ddfc04ac3bfa9d386b3659d8ae59f,41247.28,27,0
Global Bank_CUST_00218,be78d2ecf305d99d7bc0525b3838727c300316f7c63562f676275977128649a3,27292.18,30,0
Global Bank_CUST_00219,98bb467621add47d75aea2d09f8b9e61269bf96f44014c2c63b04d04dabc713a,18077.45,31,0
Global Bank_CUST_00220,44a3be84c7abc4db1521b4ee6d5d1b912542146916173edad529f1e8efbc07b6,13164.72,23,0
Global Bank_CUST_00221,3e3c9ecfb32d16de08d08b77bea95d741bebd0b4b67913efda44191930914176,27597.8,17,0
Global Bank_CUST_00222,2b4e45b0996cd0f92437edfb599e91e8928e1986596b89c9380e3cea93da9bfe,25212.89,27,0
Global Bank_CUST_00223,18865cf73f39ef42d4dc7906fc58642dca78ecc64ecea88bdd994ddb9f53f918,28350.45,26,0
Global Bank_CUST_00224,f346291204c72cf018869aa2e16053f6786cfa686b21ef20501d12d0fccd42ba,13508.67,28,0
Global Bank_CUST_00225,6ad5f546cd88de8cc9e265c1824e2db8185c9127e72e2bf63f669be210255c74,22167.46,19,0
Global Bank_CUST_00226,f17cbee7e64a5cc1ab305dab8ce60c4d530a1d1987c0dddc8e6df750188fb088,21861.07,21,0
Global Bank_CUST_00227,8cce271eaf17974ac23985df90a135d268d9d6b86817acfc6659dc8a8636b377,18103.22,17,0
Global Bank_CUST_00228,b3bbe9c5f20764acc07db9f2911571ffdf99d6b16d60ccfc77ef07151cf87651,13651.57,19,0
Global Bank_CUST_00229,f7c0fa4b7796d5a10e59a3ceb7085e4f2b5be9b234c40c29a905141f47a9a8f2,16730.34,17,0
Global Bank_CUST_00230,e7eb7577c0f3d38cd3cf6248b12e82b2b33d465acbd41c19b5e2d25846ef43c6,9151.48,22,0
Global Bank_CUST_00231,2193ecb5d9385837934e898c5c4cbf75c31f282da0956d5834c57d29d63c867d,21993.79,17,0
Global Bank_CUST_00232,f3be236c1c064c60d44d9c2ac63dd9f50427ad160350520cd51c0933b46abaf1,19043.9,17,0
Global Bank_CUST_00233,811a54acc9a36066a4fa34dadb90fbe40bd81cbd7f78ed6bff0db43dba440b72,18391.64,20,0
Global Bank_CUST_00234,c18d5aab47526d214f6fa8f3f78948d2af1a43feecb4649727a3957746cd04ee,11700.98,24,0
Global Bank_CUST_00235,5cd21d7bc8e15f1a03770d51fc11bd94c19f3c1472f1fa8598b15819417c039b,23903.2,17,0
Global Bank_CUST_00236,fe7d2c23e34c6dd18fa920be2307745826ea72769fa04c5595ce0016664fdd42,34315.8,28,0
Global Bank_CUST_00237,e33b642e4c9c933c4ff97c965264ba0f2663e124463c4ae07fa6e6a8fa1e87b6,13505.19,20,0
Global Bank_CUST_00238,b616217164bff42d194f6e7f2de861d471ed4bbaea3bae7d65e44e85feaaca5a,27861.53,21,0
Global Bank_CUST_00239,860664823064ced05d323023a75e4506576fdca8ebc067bfd43ec7c5df67e678,13806.14,21,0
Global Bank_CUST_00240,a44cabfe6d74aa4b70688927e7196491b67aec9686b8382422d186e38d262c12,24938.48,13,0
Global Bank_CUST_00241,ac53e0f3c542ed71651fbc8ffc9ec056b374960252a2c576eda0773a301d5bcd,10916.75,18,0
Global Bank_CUST_00242,6928f093c670b6107049a991f071f0c60d7a807ed04f45029ebe9c463c732591,24141.87,18,0
Global Bank_CUST_00243,9b885235a74ba544687ed596c42dea56e616d9f97210afe0fbf47be8c46883c4,27087.31,24,0
Global Bank_CUST_00244,fc42395bb220f3ee7efd700234792f6a47d51b94a5a2907291f69bc3708d25e2,47286.95,17,0
Global Bank_CUST_00245,90c0a217e354c15a987e5e12f610c35ec5a893de0e5cc5b13995ba8b27e82f6e,20717.61,17,0
Global Bank_CUST_00246,b3e23ef38a35bc268e3657f928370199b5696d5d7cacdf45d845b137c1df57a7,12338.68,21,0
Global Bank_CUST_00247,d4fc4751c1d32543402ae3115e73d78d2e12759e62d27d144f9b7579991affdd,23029.34,18,0
Global Bank_CUST_00248,90f1b2009845808f531e2b9aa9b27f8e1e3d565bb08d1efef14c1092b4bee964,19865.85,33,0
Global Bank_CUST_00249,ef6bb16e600c50a499a716661602bac107c858aba0430160069fd50a8607f115,22827.73,17,0
Global Bank_CUST_00250,d554165fb4941258be778a655487171d38d5962094f5aabb85987cbaf417ac9d,39558.69,22,0
Global Bank_CUST_00251,1b3c90bbdfdb612c6b012c8c2eb1a8732c763ab1537d33f9ef206178140ad8ea,8366.79,20,0
Global Bank_CUST_00252,129a73fdaf1d223da7ec6b887449edeb94d6e0686d3f34f49c1949dd5223a98e,41397.26,21,0
Global Bank_CUST_00253,8f2113419999aa16f29b5e8ad312b9fca5968c417e403054d234ccb766e40048,20600.64,12,0
Global Bank_CUST_00254,f562e68cc63c29d3ff8dd0a00a06fd23349580c4f107168469e6f0921c2ed52f,13512.12,17,0
Global Bank_CUST_00255,50ded9da4a0ffdf790dfeb600b06b1c58808d74e35e0278dbb852f5af0e55fc5,11280.6,23,0
Global Bank_CUST_00256,34883e8dc52d263a5e467f661bfd4ad57825a3b506ddff120668ff622ebceabe,17399.79,17,0
Global Bank_CUST_00257,ca11f95a50c92f9ccd4b8f547016ac5c0fd9236cbaaeb99f884e3127d5b0c325,42310.39,26,0
Global Bank_CUST_00258,df579740b1650c5968f9c0ab8a85b41f4ad2c475497be865bb65d9ae1f28ddca,33826.08,27,0
Global Bank_CUST_00259,7753fa10035b1a789528a84fa720cf99a827ba112f769e8430693da50cb46930,16082.14,23,0
Global Bank_CUST_00260,41c144ffc8e7fa8ff38d2077199dc3c9f2a336fa4c3ec5960408704c6f111281,27005.09,23,0
Global Bank_CUST_00261,bd545392ddb672e861c3c5a9d4c965690f6a3688c3fada184863322503e63990,91359.85,23,1
Global Bank_CUST_00262,ff835b4b99c01c331c56085e9d525fca203b5c3421a293cdcff57164968ef9c3,16123.02,21,0
Global Bank_CUST_00263,4a25e0b1656756b0fea81b4da0dd36a4b3c209e2882b78e5ac63c0bdf02708ee,26314.04,21,0
Global Bank_CUST_00264,ce20559cd872530d635f7347743ba759f313a9b329e05034e3f4a45b442800be,23686.88,23,0
Global Bank_CUST_00265,22ddf63fd9217c8dcd01cc82792086573518fc29da25fb3050b2cd3038318676,33339.27,25,0
Global Bank_CUST_00266,a8942211a5e0866e7a5d3e7c5a3a8057464435187414bce49d81f1b74a27d72e,42362.0,21,0
Global Bank_CUST_00267,4589e2bf86d4496bce85427aac34271620ad92d948e39ab5d46907f056509abd,13926.57,20,0
Global Bank_CUST_00268,d8efcdbf1019b6f5729dc10a039b3b3c3291a4e22de59f525d39b67ba396a2fe,31498.87,25,0
Global Bank_CUST_00269,7152ce070961d5fa8dd99d57d761ab37c19625d781690863b82302da4e327480,54008.0,20,1
Global Bank_CUST_00270,677ce416f4a0c28871debb919bd9eb88d8c0258bc187f4ba7040198e4e0f6047,29145.39,19,0
Global Bank_CUST_00271,db84da89484e812ce85995b3853f16c1db8084a8c7d57bac121e83bae9e831e9,30237.54,21,0
Global Bank_CUST_00272,ee237958769ceee47275763b7d0909960315a63359bcd3a99624bfc3e40b63b8,24851.58,21,0
Global Bank_CUST_00273,67f27392befc47a150f7d100ac32eafa45f45550aed5e63602e6e7b3271d7924,16215.12,20,0
Global Bank_CUST_00274,3bf04a422e6e6a2b137f6297981db54c5259220ba6c5c2f3b5250d7a240506fa,34467.14,22,0
Global Bank_CUST_00275,b825492a8747dba27108843dcc98aa661b1e137e59e830476fe439ebad11e8d1,11743.93,19,0
Global Bank_CUST_00276,57e298d230315e3f681ed3e0fe03af27bf5fd940f79ae5ecca0c96f21bfeac32,12505.97,15,0
Global Bank_CUST_00277,981199db315ba869ad908266ba3ce6ebd31fe3424b061510b83fef71ec72a057,16313.94,18,0
Global Bank_CUST_00278,a2d14436558f10eb8af6b477be5001fb6fb9917489eec71932ab1df30be6f1e0,14688.55,15,0
Global Bank_CUST_00279,c700fb1b3b44a820dc776d4b5764b58c3bf88a18f0ab116b9c00d49c1547e83e,15243.92,20,0
Global Bank_CUST_00280,23664162ae71692064116276da6fdad99b50508eff322ac5a59b6ea5cb93c6f7,13138.1,13,0
Global Bank_CUST_00281,74b2956e8b2e977c783bcffff2e33034281f03c2e735d68bdddd9fb4a10319fc,22030.15,20,0
Global Bank_CUST_00282,7d77630f9c09f24aff8427abec4a05ef41c601911dee3ed2fa0437223605baaa,34164.84,16,0
Global Bank_CUST_00283,6c00b6609373b72ea7450a41344462b57b9c8c3c129efc6ffaa1cc7f331095bf,16555.16,17,0
Global Bank_CUST_00284,6cf93fb09e440e48f94c0b773fe9f245dc47bb65ff0f2926b2984e78713a972c,28665.93,25,0
Global Bank_CUST_00285,f4bcff9b9e50802250d7fa81605e1de0a2ee688aaa6905d7d5f7d97ec1e1a85f,31354.85,17,0
Global Bank_CUST_00286,5c466a0f23660df11e9b1f2f09997b294aa41b08d94b5c5fc405d28107a6937a,18318.85,18,0
Global Bank_CUST_00287,f7d59b6935d26dd193c914d6ba7e6fc0a349288b3984d06fde9453f138f459fd,20492.88,21,0
Global Bank_CUST_00288,60d462811c018b96a9e80966522e6ab8497647fd11d5798ef9fc2ce576606f7d,23477.99,18,0
Global Bank_CUST_00289,ade0ed334e127352815946c1bb04e73e70e5338a4d5fb10c46226d2d18d3e573,54867.35,14,1
Global Bank_CUST_00290,7159dddffbad393866b8017e42b1a1797ef835ff97da9429fcadcf4c05508b54,12622.73,22,0
Global Bank_CUST_00291,8e51bb6f585153ac45feecc7d1f7b07fb2b1b368fc8c95399793684c85862db2,65324.73,24,0
Global Bank_CUST_00292,1a898cd6f3bc861399c583a66822561b259189b8da6f2de9cfc45cf3647242a0,19287.95,28,0
Global Bank_CUST_00293,34b0d363f82ebfab07fcc026c82ae25cb818baccf7952447b24909b6a8bd474b,23478.86,19,0
Global Bank_CUST_00294,9c557611b9e689baa60f9fbbb0bd1924adbd3c2097ffa5ba2084397ec8e65e40,23831.85,20,0
Global Bank_CUST_00295,aaa4aa9161d58ad1aede855172bbcdcb3c327170128c6f333c954bde0f23e15b,9377.07,26,0
Global Bank_CUST_00296,19299aa3d3b6ddcafc2a54be8915dcf7ee4dfd64cf6d48c31b2d136639296b09,30228.47,23,0
Global Bank_CUST_00297,77e0e32f1c289008f3f6186436c219e15862ff856546a3ccad6caba70bc21a29,46697.8,13,0
Global Bank_CUST_00298,befd441350d7fc61ce23468b4b8c3c87da1770c99a7e8cea6fb65bcc6399147c,21964.47,27,0
Global Bank_CUST_00299,eb739ef80d985a8a3dfccf1053bb8f616c1d21ee7192e5aa757ef38cb7e3ea65,32951.15,19,0
Global Bank_CUST_00300,c4f428703b12ef9b71582132e96ebb7ede3ea16a0e0f1fbf2dbf8e29fca07f61,20522.26,15,0
Global Bank_CUST_00301,2d36d6ef7ba2288a9c8952e66f4ba6ab8333d9d06ca7483d0de5068d63be68f0,17993.2,14,0
Global Bank_CUST_00302,93f550353c107b78999f43c3b1481e8de93aa5996c6ee9aa08507fea94cc9ef7,8890.09,25,0
Global Bank_CUST_00303,d67b0f9fae565713888781079bcfe0766f06d4a6797239701b957df3102686b3,19868.03,20,0
Global Bank_CUST_00304,9b69e1afd44027df1b23c576632ec8e0e9122fec67f744c9ec4a2406db198826,15275.81,18,0
Global Bank_CUST_00305,6b6a8299ebdb379702bd25b991164d35bb0af93de5d877d49577023fdd3ff90b,18610.82,21,0
Global Bank_CUST_00306,c3d56128d4b3931abc122ac66f7aef14915eeaf07fbc5bfdba7bbd626ad94fc4,19339.38,15,0
Global Bank_CUST_00307,928a55e0991536d35e7ae1c65062aca70351dd34406468f37fd4ddfb76446654,52770.16,19,0
Global Bank_CUST_00308,305f0a99ac8e3a804e74528de61296949b280729c610e532a59b1b92dbec71f8,12821.55,15,0
Global Bank_CUST_00309,f95d3bfb6cea497dae786e57a063e3f98ec1fec9d32997db5ab108d7ddc3026d,15126.44,20,0
Global Bank_CUST_00310,6f7f1ea0b2d0283c9dc85203439d3b0122356f27da3c34dad9d02959eda280fe,7090.76,21,0
Global Bank_CUST_00311,4ab1bc16e208d5614dd6a9324484cf6a6eb328bcab4ae372f1174de0f8c8cf24,126429.7,14,1
Global Bank_CUST_00312,d31c82cb503f5adc5448124d24115a8b80045ab0b873a568029e91d501325269,15589.32,16,0
Global Bank_CUST_00313,99302896ad9f9b2f1bbae4bc65bafbf79c939a27f65dc1fc9f7e20227673d398,50775.62,26,1
Global Bank_CUST_00314,79f146ff298fff086c2723104d56da6c8a0bc8096eb578bd6f5e708757d58af5,18495.01,19,0
Global Bank_CUST_00315,6ee6113a85977bddbf3b7388250ceb6d0167155bed75b6d4467f77e385218a31,65686.45,29,1
Global Bank_CUST_00316,2bc3e3cf433f9ac9890627dc85a85a73aa8adf2838c119e682b553c71d4f3bbf,21634.38,15,0
Global Bank_CUST_00317,18ad4131833656f5c07ccf9a43c3a4be63dc955baf34ef0f8d4621981d09c0a7,11815.7,24,0
Global Bank_CUST_00318,928dffee8e4495eb1bebbde2ddca690fbad2cb2ae9b51e3aa6598805d698c2db,24019.89,17,0
Global Bank_CUST_00319,07d19ea2e654cd8e9224604776549a868dfe6ac33b836ee8a1975811be2c5b5d,9548.2,19,0
Global Bank_CUST_00320,0e90ce64f112ae911d4789199d4c42bc56ab5428ebfb9049c3b9ea79e5f0a623,31881.37,19,0
Global Bank_CUST_00321,4a64688bf56636c44f7fd6dec72b9c811623a53700eaa048761b7f143ab71083,13985.78,20,0
Global Bank_CUST_00322,e42388dd96dce1ebfb1af869b85ce8aab83c466eeb4939a7e63ec1ad052fc7bc,61897.22,14,1
Global Bank_CUST_00323,3a0b651869f0307ed3a0984956812567865baccc6a117ddc6728c7ebc760a878,24596.17,16,0
Global Bank_CUST_00324,c1c7d2eac9bc727efe535625f7b5ddf9e09ba1f7bf20c8a53e10ef3a66a5f17e,39822.4,14,0
Global Bank_CUST_00325,756e946ae051c472fef19525a82e9cfb9dc76c98ecf861cc454cfd8b1f2e1edb,20891.07,29,0
Global Bank_CUST_00326,923968d7d85fd6ba55e6532e8cd4a0f825db5bd235c272bde1fa1225721b2c3c,15709.73,27,0
Global Bank_CUST_00327,6e01bb0ba163fcc13e5dc0c321628ef6ef744675523832c25772a249f72caafc,56299.22,22,1
Global Bank_CUST_00328,dcae2d6692108a5cb201f5ebc72682716762f2b02c1a33e9116fa51dfccf35ca,25775.94,23,0
Global Bank_CUST_00329,eb17818e8c51fc5b43ae4cd0a82f237df923964e4fa11b5f78664fae4e862e25,27869.82,19,0
Global Bank_CUST_00330,0cfacaf40083baa9f407286abf032200312479ca1e1216dc0bb8e624bd323b9c,40820.79,18,0
Global Bank_CUST_00331,1367da6e872fc4466b96a6839799bcaf3e36a51d2fa1f0cc1d27fcc5078382e0,23717.49,22,0
Global Bank_CUST_00332,4c5953669a9294dc0b0c39ae41a3f06a9f95b339377a407297ddfb6827a481e0,18177.17,21,0
Global Bank_CUST_00333,dc5fcc256e9223998f4bc40ce879708cb14cf469f218e283d95edf45e0291714,23618.73,28,0
Global Bank_CUST_00334,693d3a5c016028da300115b033d174c5688d8ef3a64f588d69251fece37087fa,20345.01,13,0
Global Bank_CUST_00335,564623f753572c490fcf347107f33f17271657ff7e8b91a092a022145e3b32f1,20267.33,15,0
Global Bank_CUST_00336,0ed3347ae491d3c1fea54d3bff25dfacea9a56afce5b5e494f9af90ed863b354,19381.95,21,0
Global Bank_CUST_00337,696ef0fc54a4e33e18eee06b03625998926444f0d44dc6684a2d94db734cf6d0,27232.7,15,0
Global Bank_CUST_00338,1a863988409e75533ee2f24899e6daf835c7d8f8181db1dfb96c752f93a8e870,16726.05,20,0
Global Bank_CUST_00339,2e06eedadc4232346810823f6f5484fb985f9708fca74efc115d51a65dcc948a,14094.14,17,0
Global Bank_CUST_00340,2250a0255c6ea989f04c23ba6b99fe2adbf834e4ce6fc185f8eedc7865dffc08,20247.77,17,0
Global Bank_CUST_00341,960db13f98e9bdb7807fee174175319449f702a6f52e508dce18a5758507bfd5,14987.9,24,0
Global Bank_CUST_00342,97431ddba0b2b4aafbc8941291687d33bfe1ab8697a35b3ca7b990716f958616,6447.98,20,0
Global Bank_CUST_00343,dfd9fd1671caf3cf42e1dbd47d2b10a7ef6e134bdd077ceead9f94714341cc04,17247.44,19,0
Global Bank_CUST_00344,07c6f0992463c2c40def19aabf575b3601e82c8be39c55c35225b10ffe0dd92c,24431.12,27,0
Global Bank_CUST_00345,9fd708d6488fde2661345c0bf911b5a9c88dfa64f37edec8e7e6e5402300ebfc,23198.84,27,0
Global Bank_CUST_00346,49ba74c21f3688a24fcc6a58eac36d190e3fb23eb9f9b45356be940d34110a66,9631.89,26,0
Global Bank_CUST_00347,b7b95bccacf81ac23d9c4d3110037246cdbc5cc02b3bfab6c8f8e2dc5174848a,16964.68,25,0
Global Bank_CUST_00348,6b5a23370f30e1075199fcecbb27b2ca4559ed8a1b58a6d4c19d4f59c3b68eb6,10946.59,22,0
Global Bank_CUST_00349,068102e1ef995f136ee2348555164c53219834f2f26548279717a36e041415e4,28520.98,23,0
Global Bank_CUST_00350,18cff881872419742cbe37136063e4626a3c9010fe398e1152f7da6db03db12f,20556.47,19,0
Global Bank_CUST_00351,0cbf98ba95e9abddca685be9efb2bb18c7a663aeed9572908e2cb6a6aafcc847,8695.1,17,0
Global Bank_CUST_00352,93b0e624b68253e192e0e79944a8c7d83df3f524f74ad06c6a74c2e6d72cf51e,11579.75,19,0
Global Bank_CUST_00353,c317b15b050d3546a98e09ed4181516e87151914ec0cfd668291ab1b2ad82fcf,11226.61,25,0
Global Bank_CUST_00354,63c56a4f0439dfd23c4b5d6384a34c35b33c6e12f61e64f71a9919d6b902f98a,15231.53,21,0
Global Bank_CUST_00355,47a79fbaf0f7d9689af79a4eff8f00b4770e54997b217ad9cde094eaa07aabb8,62791.5,21,1
Global Bank_CUST_00356,c3903e235ae943f50c84896ddf38ce386c9ffe12bc75194095858d593de3774e,17696.95,14,0
Global Bank_CUST_00357,88a1ad59737f5eb185c91ce1a8e312bdd84153773430d6cb389f4ae952da4856,16364.15,10,0
Global Bank_CUST_00358,1fbe049761c1deeac82fe0df14dc5a476a9d096bc7e5110819db48c5227d522b,28797.79,24,0
Global Bank_CUST_00359,e882bfee034a56b5b0b2c3187735ed5f852e8f45b046405248c119313d9c164b,8028.89,30,0
Global Bank_CUST_00360,e76cc2e6ace464b19a3ca8026c12fae9ad8a74c13361f13fd256be1c8807763e,19703.83,17,0
Global Bank_CUST_00361,0754243bc1aa57b862156e712b55ea07be1ea8380c1e95921a14c1716586fd1d,27228.8,14,0
Global Bank_CUST_00362,ab20aa26978f5abaeb378e2b40b25a9bc1e8abe5064ce3c41cc3d0fcf06ba66d,59565.4,25,0
Global Bank_CUST_00363,d80d30d6a45040bb471b822d5e7f0b6184274d01fddc3a5a9378dc4f120cd101,22883.37,20,0
Global Bank_CUST_00364,653e89c3e1e76b31ba5ed5d0e64ac7d34e6bd2b2ee3e4963776a97292a59990f,37358.56,13,0
Global Bank_CUST_00365,c67e352701f5bf7ee9151950a772a984d2bf3ce381be16e5a61550bd246a5806,14357.01,21,0
Global Bank_CUST_00366,e69bc10a29a4d7e67fff04ed09088b52aa47dc33a5d1aa6345054e88f6068e54,13223.97,16,0
Global Bank_CUST_00367,4bd161455e39db117bfc22e5729bb2dbd74782de8710ada9796220fa2d28d2e9,18935.85,14,0
Global Bank_CUST_00368,ccc191adabe5215dafcf2fe6c82cabf12943d038e694b335ac5dc78e3ee3c078,10728.83,13,0
Global Bank_CUST_00369,b4e828a2658ab30a722da63fabc398b59629b1f550cd4b3e2c994e987d9ee788,26980.76,24,0
Global Bank_CUST_00370,14d87fa46de5e1c280a97e67fd96c6f0faa3bb8fc919f054825c0d8c573e59d7,17515.68,23,0
Global Bank_CUST_00371,62823c048b251522709dd1aebc155d041e649e119332562fbb21fb3f817ba270,17756.24,19,0
Global Bank_CUST_00372,0fa69faa7fadf3327fb5aa300e1d591b8bf9aa61bd2d6d36f253e97921587b9e,29175.31,25,0
Global Bank_CUST_00373,c77629ea296f7266c3678c5a0367e5d4e65e1efb20985743b5d54f13c0c71fe7,7486.7,16,0
Global Bank_CUST_00374,0be72d450e82884c0f439ad27deacac8424fc1de97684515cb35861f9599890d,20229.5,23,0
Global Bank_CUST_00375,e660e901bacda39c26716e910185dff4ee60b2d2b0960dda629d6412918a373c,14329.18,12,0
Global Bank_CUST_00376,47bf36e118a833f57216a1d61ef846ebc56313d6b830e08a62a63cd7493536a1,9488.54,26,0
Global Bank_CUST_00377,c86f021bcdd8e26911a0905585bd4c8cfa7c8a195ce19cc900caac984e35d6ff,69645.53,20,0
Global Bank_CUST_00378,e31c09749e4ce9f0e117269d29366be59c55241eaf7df5bddf4e15b3351bfd27,15404.47,15,0
Global Bank_CUST_00379,ea74f37d7ea8f0423aeea4988ef217ee47819ab17eb02c54b5d6c70b161d8665,14964.71,20,0
Global Bank_CUST_00380,160d358432891609e9c08098d5a22ca7392653d402605e812cc8f48d80f2941d,35265.45,24,0
Global Bank_CUST_00381,b322030bc9b190238907bbe35af5fdde813afa92c0fa55ebd11dd2932984982a,11011.3,19,0
Global Bank_CUST_00382,699ef0de1bed3d35ecc869b019ff5d250ebf1e70c1ba43e88fb0507a790133b5,40478.52,14,0
Global Bank_CUST_00383,04995877cbef543f557c09f8e8225cc9cd417384a6c2e25fc5c4d2c5646d3c00,22940.79,24,0
Global Bank_CUST_00384,cc32a3d147d806de5d581bbce309feceac4b0a17c720f48b4c81f23bada8b088,13177.42,19,0
Global Bank_CUST_00385,3974159a5d3de231b540ad244bba11ce1bbbf39f4a2a391e65d5f50f549d670d,26877.54,21,0
Global Bank_CUST_00386,8800f8129a27de182f7c824e1f38093a1a88e9ec912901d74d1044f2e7b67a06,14181.4,27,0
Global Bank_CUST_00387,82a418248e64feb919f413e3befe562c5d86dbf2449e8d8d5e85c83619d03a23,16375.14,26,0
Global Bank_CUST_00388,caf9caa838b6b64ba8f15c01aa9a7bc34c6ab6784a702b67bfe341045df94d1a,16435.37,22,0
Global Bank_CUST_00389,09870f44fde310a7b64ce92fb3b3d5865ff4022c37f62e76ddf5fb24773165f8,24958.23,20,0
Global Bank_CUST_00390,dd6b1353e452d0da042535179626b929bc932b57220dca375b8f511f3f3a23cd,21558.61,16,0
Global Bank_CUST_00391,fde62b86519074c71d5a8c68e2114335172a5a6b25794a3509f85dcc3fb95c06,24327.0,13,0
Global Bank_CUST_00392,954e388be5c412e1f0786e5a4ab562531f5c5c65513268a330f913c3c01240fe,14831.54,26,0
Global Bank_CUST_00393,6ad19c35b8226123489a83462ee6b755ed296d3814e5bd6ab53f08604b79658f,10731.37,17,0
Global Bank_CUST_00394,f55f2fd0b47387c8b4ba3d79bde8ff2aa38e0c2a592d1486b51756f1a865d1cc,11491.59,21,0
Global Bank_CUST_00395,adcdfd4d355ba78baee4bc3f35211483c2ef9b9493beae2944356e5818255279,21332.3,15,0
Global Bank_CUST_00396,59ce64810a4d26d932cdb3e6a9af3ea46cc58ed7f1f6fe963a9be79d32b0bcb6,22004.6,22,0
Global Bank_CUST_00397,5275c08857209baec7786112ac65fb58eefe16ca0870e0155103258efcb3e34b,24479.85,10,0
Global Bank_CUST_00398,c7cfad334fde5afbbd7963cead5ade2279e62aadd859cd2b19d22da5325f2304,13950.73,27,0
Global Bank_CUST_00399,b6196423822c8bd2c769c58126ae8942d22a8adc7fb356a2f1ed87b3e6789f6b,13364.8,29,0
Global Bank_CUST_00400,4b9e417acc159a2b270440145f11fc3e9f3f47a2ae6d04a571364081d8c8b6c1,18831.81,24,0
Global Bank_CUST_00401,28222d9e7076805c577bf038bfcf0c3b83a581d19d73d5df720055dd3e276865,16526.01,19,0
Global Bank_CUST_00402,6110f6a62d024ff5dd5074906e44e092635262c36ea6251ac5c64bd2d3c28fce,10178.77,29,0
Global Bank_CUST_00403,df7634ea06d2da8cd97408a5aaf6ef908e6ac2b31d904f89a2359b92b37bbfea,23794.54,20,0
Global Bank_CUST_00404,44cf83ed6ad4977b6e446abe684582764d8e9da3efffeaf5d74d498fefca95dc,11494.95,17,0
Global Bank_CUST_00405,c853cea1784ed747f80bb8c998aa17bbc176996b7e947edf6e1f9639537d1d66,12038.4,23,0
Global Bank_CUST_00406,c4b68447639fce320ae6acff0637df788e5cd451abbc32ec5589c5748db65ce3,39649.92,12,0
Global Bank_CUST_00407,9b79e67c929f5467a53f76c5091f0970b33a638f0b61a1f1bb87ba07d3dcb109,27660.47,28,0
Global Bank_CUST_00408,8ba999d0f299dbbfa4c7da834a42ebee1e48c3844ae301c48eba3845953e7452,9064.31,15,0
Global Bank_CUST_00409,681005d5e875147a488cd147621541750e5e9295af20255ee7ded5999f936b0f,19216.62,18,0
Global Bank_CUST_00410,cb37005502591f641687cd090f88aef7989e3532b5b230b946e5076823300fcf,23559.37,25,0
Global Bank_CUST_00411,d1895bced2b6e0a310885148394edd4a00c3c28259b8f79e085d7269bbec7ac2,20170.49,24,0
Global Bank_CUST_00412,5b8d25f02abaa1e7c5010c27bc8d29b822268117d031d4a9984f75b150093588,39895.25,25,0
Global Bank_CUST_00413,5b40b60fdfe624f0980a1f6d638c9c59fc51d515f0c59b66f916bf6b196df2f5,27182.75,15,0
Global Bank_CUST_00414,803c587c4e1b2e3631249a74f8fa924667bd0e0fd54abb4d5c3e2318a02dc3ca,14031.72,26,0
Global Bank_CUST_00415,bd4b575bf6b5284fcd57f922cba1bf945efaf8310d8a2069ba0eb845ad612c21,7340.08,25,0
Global Bank_CUST_00416,09bb031837997e8172e97b1720a58b2a96b07e78fe65cafb321916bb4a5ae6ec,18723.3,14,0
Global Bank_CUST_00417,8091b9e42e710f89eebf92eaeb7faee5300181ad46194144e6cd783973d11459,59104.28,20,1
Global Bank_CUST_00418,eda0c9fea544f383affb61f332f4b844bd20494a0b16644dd0b33824691075fe,65611.02,22,1
Global Bank_CUST_00419,e11f2170ab2c531f57673476e7e532d6764e23187a8d59c127fc7cf346ea2ba9,12378.58,17,0
Global Bank_CUST_00420,c16d3c2f60ff659b40a0cee410b17167bee20d3aead772f8a2ab7a57086bc0a7,22584.48,22,0
Global Bank_CUST_00421,9ec16515f787f9d835595448432fbd61aed96ec53655bfda2fb22e5bfe0d1653,11693.56,16,0
Global Bank_CUST_00422,597c56f1abf7befc33a40ce28777f43699f16b86eb86402dee223d714c6808f3,47299.68,20,0
Global Bank_CUST_00423,2bd8c945549366323e7c432efa1badeddfe2e2a7a4131ce1032984210628fc2f,23621.21,20,0
Global Bank_CUST_00424,66332fa6b27659e30a52582702c55c2ff7ebc8db39e0f378116c3d501265f100,22336.22,22,0
Global Bank_CUST_00425,ab7da7e71369eb79e66b8017c92b972ceff1640953ea4a289a8ecda638a8c8eb,35607.0,24,0
Global Bank_CUST_00426,73d70526048536866791c05cc68bba9a03abda0d73173fc5b7eccb2773cea996,9658.73,15,0
Global Bank_CUST_00427,7817463afcfe8b6e5a51a65a2efa0710f5892f4fa181150936644b86177467c5,16698.95,16,0
Global Bank_CUST_00428,2b90ed7ffb7fd8c92efee8b9e885e881cecc67f6ec1677f0ea174af82c631554,39374.41,22,0
Global Bank_CUST_00429,5c842eeb63ab4415ff259b70e85b7641513d7b3777e79d38eca06d3cad3bffba,12471.83,24,0
